"INEGI. Estudio sobre la Demografía de los Negocios EDN 2021
Fecha de elaboración: 21/12/2021",,,,,,,Cuadro 2
"Proporción a 27 meses y tasa mensual de nacimientos, muertes y crecimiento de los establecimientos, por entidad federativa, sector de actividad económica y tamaño del establecimiento",,,,,,,
16,Michoacán,PyME´s,  6.02,  22.28,-  16.25,  0.22,  0.93
16,Michoacán,Manufacturas,  11.43,  20.63,-  9.20,  0.40,  0.85
16,Michoacán,Comercio,  25.18,  25.92,-  0.74,  0.84,  1.11
16,Michoacán,Servicios Privados no Financieros,  22.56,  34.76,-  12.20,  0.76,  1.57
17,Morelos,Total,  29.97,  36.23,-  6.26,  0.98,  1.65
17,Morelos,Micro,  30.47,  36.40,-  5.93,  0.99,  1.66
17,Morelos,PyME´s,  7.44,  28.56,-  21.12,  0.27,  1.24
17,Morelos,Manufacturas,  22.89,  29.78,-  6.89,  0.77,  1.30
17,Morelos,Comercio,  30.26,  32.42,-  2.17,  0.98,  1.44
17,Morelos,Servicios Privados no Financieros,  31.37,  42.35,-  10.98,  1.02,  2.02
18,Nayarit,Total,  22.94,  34.20,-  11.25,  0.77,  1.54
18,Nayarit,Micro,  23.37,  34.61,-  11.24,  0.78,  1.56
18,Nayarit,PyME´s,  10.35,  21.99,-  11.64,  0.37,  0.92
18,Nayarit,Manufacturas,  14.92,  29.06,-  14.14,  0.52,  1.26
18,Nayarit,Comercio,  25.32,  30.30,-  4.98,  0.84,  1.33
18,Nayarit,Servicios Privados no Financieros,  22.35,  38.37,-  16.02,  0.75,  1.78
19,Nuevo León,Total,  11.31,  39.82,-  28.51,  0.40,  1.86
19,Nuevo León,Micro,  11.92,  41.16,-  29.24,  0.42,  1.95
19,Nuevo León,PyME´s,  4.06,  23.91,-  19.85,  0.15,  1.01
19,Nuevo León,Manufacturas,  8.99,  31.10,-  22.10,  0.32,  1.37
19,Nuevo León,Comercio,  11.76,  33.40,-  21.64,  0.41,  1.49
19,Nuevo León,Servicios Privados no Financieros,  11.36,  47.96,-  36.60,  0.40,  2.39
20,Oaxaca,Total,  18.17,  26.65,-  8.48,  0.62,  1.14
20,Oaxaca,Micro,  18.30,  26.75,-  8.44,  0.62,  1.15
20,Oaxaca,PyME´s,  5.06,  17.47,-  12.42,  0.18,  0.71
20,Oaxaca,Manufacturas,  6.16,  19.90,-  13.74,  0.22,  0.82
20,Oaxaca,Comercio,  23.82,  26.29,-  2.47,  0.79,  1.12
20,Oaxaca,Servicios Privados no Financieros,  22.54,  33.53,-  10.99,  0.76,  1.50
21,Puebla,Total,  35.28,  36.61,-  1.33,  1.13,  1.67
21,Puebla,Micro,  35.81,  37.08,-  1.27,  1.14,  1.70
21,Puebla,PyME´s,  6.92,  11.65,-  4.73,  0.25,  0.46
21,Puebla,Manufacturas,  28.12,  34.03,-  5.90,  0.92,  1.53
21,Puebla,Comercio,  37.39,  32.14,  5.24,  1.18,  1.43
21,Puebla,Servicios Privados no Financieros,  35.34,  43.59,-  8.25,  1.13,  2.10
22,Querétaro,Total,  24.85,  31.08,-  6.23,  0.83,  1.37
22,Querétaro,Micro,  26.05,  31.72,-  5.67,  0.86,  1.40
22,Querétaro,PyME´s,  2.88,  19.31,-  16.43,  0.11,  0.79
22,Querétaro,Manufacturas,  17.94,  23.00,-  5.06,  0.61,  0.96
22,Querétaro,Comercio,  27.55,  27.03,  0.52,  0.91,  1.16
22,Querétaro,Servicios Privados no Financieros,  23.47,  37.11,-  13.65,  0.78,  1.70
23,Quintana Roo,Total,  15.81,  46.59,-  30.78,  0.55,  2.30
23,Quintana Roo,Micro,  16.56,  47.12,-  30.56,  0.57,  2.33
23,Quintana Roo,PyME´s,  4.27,  38.48,-  34.21,  0.16,  1.78
23,Quintana Roo,Manufacturas,  15.68,  34.16,-  18.48,  0.54,  1.54
23,Quintana Roo,Comercio,  16.68,  41.85,-  25.17,  0.57,  1.99
23,Quintana Roo,Servicios Privados no Financieros,  14.95,  52.84,-  37.89,  0.52,  2.75
24,San Luis Potosí,Total,  24.67,  30.71,-  6.04,  0.82,  1.35
24,San Luis Potosí,Micro,  25.13,  31.05,-  5.91,  0.83,  1.37
24,San Luis Potosí,PyME´s,  5.81,  17.04,-  11.23,  0.21,  0.69
24,San Luis Potosí,Manufacturas,  19.33,  23.70,-  4.36,  0.66,  1.00
24,San Luis Potosí,Comercio,  24.45,  27.20,-  2.75,  0.81,  1.17
24,San Luis Potosí,Servicios Privados no Financieros,  26.00,  36.12,-  10.13,  0.86,  1.65
25,Sinaloa,Total,  17.28,  37.11,-  19.83,  0.59,  1.70
25,Sinaloa,Micro,  17.87,  37.61,-  19.73,  0.61,  1.73
25,Sinaloa,PyME´s,  5.63,  27.36,-  21.73,  0.20,  1.18
25,Sinaloa,Manufacturas,  10.25,  29.32,-  19.07,  0.36,  1.28
25,Sinaloa,Comercio,  17.51,  32.33,-  14.83,  0.60,  1.44
25,Sinaloa,Servicios Privados no Financieros,  18.71,  43.16,-  24.46,  0.64,  2.07
26,Sonora,Total,  14.90,  31.66,-  16.76,  0.52,  1.40
26,Sonora,Micro,  15.72,  32.57,-  16.84,  0.54,  1.45
26,Sonora,PyME´s,  2.37,  17.87,-  15.50,  0.09,  0.73
26,Sonora,Manufacturas,  10.45,  33.74,-  23.29,  0.37,  1.51
26,Sonora,Comercio,  15.87,  27.97,-  12.09,  0.55,  1.21
26,Sonora,Servicios Privados no Financieros,  15.31,  34.25,-  18.94,  0.53,  1.54
27,Tabasco,Total,  24.61,  38.94,-  14.32,  0.82,  1.81
27,Tabasco,Micro,  25.18,  39.37,-  14.19,  0.84,  1.84
27,Tabasco,PyME´s,  8.67,  26.81,-  18.13,  0.31,  1.15
27,Tabasco,Manufacturas,  17.30,  28.92,-  11.62,  0.59,  1.26
27,Tabasco,Comercio,  31.08,  37.43,-  6.35,  1.01,  1.72
27,Tabasco,Servicios Privados no Financieros,  20.81,  43.18,-  22.37,  0.70,  2.07
28,Tamaulipas,Total,  14.97,  32.18,-  17.21,  0.52,  1.43
28,Tamaulipas,Micro,  15.52,  32.76,-  17.24,  0.54,  1.46
28,Tamaulipas,PyME´s,  3.63,  20.24,-  16.61,  0.13,  0.83
28,Tamaulipas,Manufacturas,  13.53,  32.41,-  18.88,  0.47,  1.44
28,Tamaulipas,Comercio,  16.75,  28.61,-  11.86,  0.58,  1.24
28,Tamaulipas,Servicios Privados no Financieros,  13.63,  35.31,-  21.68,  0.47,  1.60
29,Tlaxcala,Total,  33.63,  35.20,-  1.57,  1.08,  1.59
29,Tlaxcala,Micro,  33.95,  35.30,-  1.36,  1.09,  1.60
29,Tlaxcala,PyME´s,  7.40,  26.58,-  19.17,  0.26,  1.14
29,Tlaxcala,Manufacturas,  28.42,  33.67,-  5.24,  0.93,  1.51
29,Tlaxcala,Comercio,  36.41,  31.01,  5.40,  1.16,  1.37
29,Tlaxcala,Servicios Privados no Financieros,  31.68,  42.60,-  10.92,  1.02,  2.03
30,Veracruz,Total,  25.95,  32.17,-  6.22,  0.86,  1.43
30,Veracruz,Micro,  26.53,  32.44,-  5.92,  0.88,  1.44
30,Veracruz,PyME´s,  3.80,  21.53,-  17.73,  0.14,  0.89
30,Veracruz,Manufacturas,  15.28,  26.54,-  11.26,  0.53,  1.14
30,Veracruz,Comercio,  28.94,  29.38,-  0.43,  0.95,  1.28
30,Veracruz,Servicios Privados no Financieros,  25.20,  36.44,-  11.24,  0.84,  1.66
31,Yucatán,Total,  22.16,  31.70,-  9.53,  0.74,  1.40
31,Yucatán,Micro,  22.62,  32.07,-  9.45,  0.76,  1.42
31,Yucatán,PyME´s,  7.32,  19.66,-  12.34,  0.26,  0.81
31,Yucatán,Manufacturas,  10.89,  20.53,-  9.63,  0.38,  0.85
31,Yucatán,Comercio,  29.42,  31.85,-  2.44,  0.96,  1.41
31,Yucatán,Servicios Privados no Financieros,  22.79,  38.66,-  15.87,  0.76,  1.79
32,Zacatecas,Total,  19.38,  30.90,-  11.52,  0.66,  1.36
32,Zacatecas,Micro,  19.77,  31.10,-  11.34,  0.67,  1.37
32,Zacatecas,PyME´s,  1.95,  21.76,-  19.81,  0.07,  0.90
32,Zacatecas,Manufacturas,  16.41,  24.72,-  8.31,  0.56,  1.05
32,Zacatecas,Comercio,  19.75,  28.43,-  8.68,  0.67,  1.23
32,Zacatecas,Servicios Privados no Financieros,  19.70,  35.62,-  15.92,  0.67,  1.62
,,,,,,,
1La proporción se calcula con respecto al número de establecimientos observado durante los Censos Económicos 2019,,,,,,,
2La variación  = proporción de nacimientos - proporción de muertes,,,,,,,
,,,,,,,
"La composición de actividades económicas, de acuerdo con la agregación de sectores contenidos en el Sistema de Clasificación Industrial para América del Norte (SCIAN) es la siguiente: ",,,,,,,
"Las Industrias Manufactureras comprenden las actividades del sector 31-33 del SCIAN 2018, incluso las maquiladoras de bienes.",,,,,,,
Las actividades comerciales incluyen los sectores 43 Comercio al por mayor y 46 Comercio al por menor del SCIAN 2018.,,,,,,,
"Los Servicios privados no financieros comprenden todos los servicios del sector privado, clasificados en los siguientes sectores de servicios del SCIAN 2018: 51 Información en medios masivos; 53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles; 54 Servicios profesionales, científicos y técnicos; 55 Corporativos; 56 Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación; 61 Servicios educativos; 62 Servicios de salud y de asistencia social; 71 Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos; 72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas; 81 Otros servicios excepto actividades gubernamentales y 93 Actividades legislativas, gubernamentales, de impartición de justicia y de organismos internacionales y extraterritoriales.",,,,,,,
,,,,,,,
Fuente: INEGI. Estudio sobre la Demografía de los Negocios 2021.,,,,,,,
